horizon,n_folds,mean_rmse_xgb,std_rmse_xgb,mean_rmse_persistence,std_rmse_persistence,mean_skill,std_skill,min_skill,max_skill
1,47,11.282211290971846,8.688789150797994,10.517587449214544,9.095233178880603,-0.19232278383238152,0.32995661552420225,-1.173562121862472,0.3059931863180374
2,47,12.350886496250691,9.3187837583239,13.73273730590837,12.842107147574815,0.003938857108151353,0.24299329068287384,-0.6836513309690142,0.43749247533175817
3,47,13.162556123733985,9.730030262935351,14.430425626959908,13.431884064026189,-0.02160649478946515,0.4300438122158075,-1.7496726908141027,0.3433967587827408
4,47,13.591858034606348,9.220738409521788,15.37724484337164,13.273641533561872,0.004818293876983434,0.3655329031393649,-1.1276201563876764,0.5470684118675182
5,47,13.1019986670857,9.144349614106718,15.611172363532793,13.335952835082228,0.06714522642088645,0.2826455877583632,-0.8169133620350142,0.733861870386558
6,47,13.090817690374855,9.22653519666875,15.665903544916313,13.1955377649426,0.09080127620196676,0.23073087763358152,-0.6367700188545875,0.6941649164068422
7,47,12.401496333103465,9.034720669933227,15.697482937807289,13.102548300885939,0.13684312624599834,0.20020488145926113,-0.35921818418144214,0.7448597975445265
