fold_month,fold_start,fold_end,horizon,n_test,rmse_xgb,rmse_persistence,skill
2023-06,2023-06-01,2023-06-30,4,28,7.150746176846523,5.223572942509206,-0.36893774731354223
2023-06,2023-06-01,2023-06-30,5,28,4.464473905982557,6.18465843842649,0.27813735383608107
2023-06,2023-06-01,2023-06-30,6,28,4.432550194274806,5.5549205986353085,0.20204976550632214
2023-06,2023-06-01,2023-06-30,7,28,4.562682650647477,4.949747468305833,0.07819890209284508
2023-07,2023-07-01,2023-07-31,1,28,10.98584636123551,7.492853738253347,-0.4661765390066739
2023-07,2023-07-01,2023-07-31,2,28,12.35168350604751,10.643576198144789,-0.16048246154337198
2023-07,2023-07-01,2023-07-31,3,28,9.444870007238148,12.156714781786825,0.2230738174931569
2023-07,2023-07-01,2023-07-31,4,28,12.938437235148841,13.376418482858982,0.032742788981324544
2023-07,2023-07-01,2023-07-31,5,28,14.213886068571442,13.534347839056428,-0.05020842064913178
2023-07,2023-07-01,2023-07-31,6,28,13.593882813700354,14.130766837952264,0.0379939765766959
2023-07,2023-07-01,2023-07-31,7,28,12.202399200229609,14.696938456699069,0.1697318978247755
2023-08,2023-08-01,2023-08-31,1,28,6.340306571317813,4.829226498252963,-0.3129031271594951
2023-08,2023-08-01,2023-08-31,2,28,7.369379830131129,5.885818306986476,-0.25205696910209796
2023-08,2023-08-01,2023-08-31,3,28,10.123707321469917,8.725987459471687,-0.1601789904569555
2023-08,2023-08-01,2023-08-31,4,28,35.200140716472646,34.6889237159562,-0.014737182528418824
2023-08,2023-08-01,2023-08-31,5,28,37.363213449827526,37.71746469286003,0.009392233701740804
2023-08,2023-08-01,2023-08-31,6,28,36.16033006207693,36.814205332802096,0.017761493554298013
2023-08,2023-08-01,2023-08-31,7,28,37.506938351461784,36.302794067989545,-0.033169465722584945
2023-09,2023-09-01,2023-09-30,1,30,32.218072880815306,35.94208304110007,0.10361141717986477
2023-09,2023-09-01,2023-09-30,2,30,34.945364618779365,51.675268101223566,0.3237506857182241
2023-09,2023-09-01,2023-09-30,3,30,37.34679369956433,54.01604699839977,0.30859817082374186
2023-09,2023-09-01,2023-09-30,4,30,19.76602307181094,43.64019553882254,0.5470684118675182
2023-09,2023-09-01,2023-09-30,5,30,10.744314154859357,40.37119435108817,0.733861870386558
2023-09,2023-09-01,2023-09-30,6,30,12.372279753421187,40.454089204100654,0.6941649164068422
2023-09,2023-09-01,2023-09-30,7,30,10.168865553294443,39.85599076675927,0.7448597975445265
2023-10,2023-10-01,2023-10-31,1,31,7.797975426594851,9.47662659456957,0.17713594085649031
2023-10,2023-10-01,2023-10-31,2,31,8.339158005912504,11.186108897112726,0.25450770391973
2023-10,2023-10-01,2023-10-31,3,31,9.327004910658177,11.040979386198112,0.15523753967718712
2023-10,2023-10-01,2023-10-31,4,31,9.56912931535259,10.902796326719834,0.12232339038552731
2023-10,2023-10-01,2023-10-31,5,31,8.978938856871357,10.750843927864004,0.1648154398744669
2023-10,2023-10-01,2023-10-31,6,31,9.405996653648652,12.443420336765103,0.24409877677619984
2023-10,2023-10-01,2023-10-31,7,31,9.72514440056305,12.400572307292398,0.21575035735697545
2023-11,2023-11-01,2023-11-30,1,29,8.925136553318184,11.76493914576052,0.24137843445332696
2023-11,2023-11-01,2023-11-30,2,29,7.1381846443548405,12.689936278745481,0.43749247533175817
2023-11,2023-11-01,2023-11-30,3,29,8.326006220159693,12.680422053239232,0.3433967587827408
2023-11,2023-11-01,2023-11-30,4,29,8.826170457966047,11.610043214746268,0.23978142934423707
2023-11,2023-11-01,2023-11-30,5,29,9.075021519616998,12.66953990401034,0.2837134111914794
2023-11,2023-11-01,2023-11-30,6,29,9.175989896890005,11.82049651795704,0.2237221268201084
2023-11,2023-11-01,2023-11-30,7,29,8.315215403681119,9.965457582448796,0.16559622727952705
2023-12,2023-12-01,2023-12-31,1,23,9.066082084724616,13.0633905978901,0.3059931863180374
2023-12,2023-12-01,2023-12-31,2,23,12.022405533342225,12.838461237879006,0.06356335774329902
2023-12,2023-12-01,2023-12-31,3,23,12.29144466378901,12.683436648534627,0.03090581800563541
2023-12,2023-12-01,2023-12-31,4,23,11.154871160431581,14.634681856585686,0.2377783630867364
2023-12,2023-12-01,2023-12-31,5,23,11.976637459655903,15.198684153570664,0.21199510835007374
2023-12,2023-12-01,2023-12-31,6,23,12.179635330361608,17.100724622328016,0.2877708050769414
2023-12,2023-12-01,2023-12-31,7,23,12.214739808471125,17.46051446027268,0.30043643122527064
