fold_month,fold_start,fold_end,horizon,n_origins_valid,rmse_sarima,rmse_persistence,skill
2023-06,2023-06-01,2023-06-30,5,30,3.7728368104520014,6.121002096606949,0.3836243231245754
2023-06,2023-06-01,2023-06-30,6,30,3.6114488901737674,5.455883674224246,0.33806343649963044
2023-06,2023-06-01,2023-06-30,7,30,3.4575857088040407,4.868264577855234,0.28977037843589903
2023-07,2023-07-01,2023-07-31,1,26,8.162437198679322,7.369375299690762,-0.10761589235682423
2023-07,2023-07-01,2023-07-31,2,26,11.389784723388567,10.773900086641007,-0.0571645023431413
2023-07,2023-07-01,2023-07-31,3,26,12.44096867817916,12.575923272422036,0.010731187787923258
2023-07,2023-07-01,2023-07-31,4,25,12.51697056706847,13.903956271507761,0.09975475162285485
2023-07,2023-07-01,2023-07-31,5,25,13.198125750972595,13.918333233544885,0.05174523920985752
2023-07,2023-07-01,2023-07-31,6,25,12.99087437508545,13.8,0.05863229166047468
2023-07,2023-07-01,2023-07-31,7,25,13.24545428225911,14.634206503941373,0.09489767834752327
2023-08,2023-08-01,2023-08-31,1,27,3.844890281621541,4.233901974057256,0.0918801840050475
2023-08,2023-08-01,2023-08-31,2,26,4.111604001979328,5.091470997960896,0.19245263232845666
2023-08,2023-08-01,2023-08-31,3,25,6.589900298356836,8.104319835741924,0.1868657170594561
2023-08,2023-08-01,2023-08-31,4,25,34.70341058631188,36.342812219199544,0.045109377419658814
2023-08,2023-08-01,2023-08-31,5,25,19.782865339509726,21.59629597870894,0.08396952148586101
2023-08,2023-08-01,2023-08-31,6,25,4.321890194478163,6.826419266350405,0.36688767187475047
2023-08,2023-08-01,2023-08-31,7,25,6.6067335209509945,7.825599018605541,0.15575363556919608
2023-09,2023-09-01,2023-09-30,1,30,30.94895335977186,35.94208304110007,0.1389215442972107
2023-09,2023-09-01,2023-09-30,2,30,37.88572222612168,51.675268101223566,0.26685001126826047
2023-09,2023-09-01,2023-09-30,3,30,37.49550742456778,54.01604699839977,0.30584503109458216
2023-09,2023-09-01,2023-09-30,4,30,20.01175708161846,43.64019553882254,0.5414375019512482
2023-09,2023-09-01,2023-09-30,5,30,9.434469411518466,40.37119435108817,0.7663069036434349
2023-09,2023-09-01,2023-09-30,6,30,9.36196984866705,40.454089204100654,0.7685779105930762
2023-09,2023-09-01,2023-09-30,7,30,9.366398761910128,39.85599076675927,0.7649939549433582
2023-10,2023-10-01,2023-10-31,1,31,7.901256139266861,9.47662659456957,0.16623747275274614
2023-10,2023-10-01,2023-10-31,2,31,8.996209414298498,11.186108897112726,0.19576954801320312
2023-10,2023-10-01,2023-10-31,3,31,9.004476028575306,11.040979386198112,0.18444952086121613
2023-10,2023-10-01,2023-10-31,4,31,9.117594387955133,10.902796326719834,0.16373798842684506
2023-10,2023-10-01,2023-10-31,5,31,9.20887178543055,10.750843927864004,0.14342800925953136
2023-10,2023-10-01,2023-10-31,6,31,9.393312099418425,12.443420336765103,0.2451181552016597
2023-10,2023-10-01,2023-10-31,7,31,9.371892377098622,12.400572307292398,0.2442371089931633
2023-11,2023-11-01,2023-11-30,1,28,9.76710275299812,11.93584038575775,0.1816996175105895
2023-11,2023-11-01,2023-11-30,2,28,8.591744586942669,12.836888808652752,0.3306988387130555
2023-11,2023-11-01,2023-11-30,3,28,8.332738270844272,12.691391908353811,0.3434338541417634
2023-11,2023-11-01,2023-11-30,4,28,8.085077630027689,11.712325619985615,0.309694940838093
2023-11,2023-11-01,2023-11-30,5,28,8.42339964436939,12.467099559583673,0.32434969303712846
2023-11,2023-11-01,2023-11-30,6,28,8.319154959539866,11.82310087437785,0.29636437615376154
2023-11,2023-11-01,2023-11-30,7,28,8.244916279309056,10.012492197250394,0.1765370582188064
2023-12,2023-12-01,2023-12-31,1,23,9.82691615052432,10.266026706950752,0.042773174954739424
2023-12,2023-12-01,2023-12-31,2,21,11.655216914384598,12.774602780144525,0.08762588434450425
2023-12,2023-12-01,2023-12-31,3,20,11.966593900001135,14.946571513226704,0.19937532902368216
2023-12,2023-12-01,2023-12-31,4,19,12.239988595889566,16.484442426277667,0.2574824019295954
2023-12,2023-12-01,2023-12-31,5,19,11.958580291085694,15.788070113054884,0.24255591687565736
2023-12,2023-12-01,2023-12-31,6,19,12.137816825548407,17.406895185529212,0.30270064269480534
2023-12,2023-12-01,2023-12-31,7,19,12.273418558466112,17.609805880755605,0.3030349884845248
